docid	allcopiesofwork	author	authordate	category	copiesin25yrs	enumcron	firstpub	gender	genres	hathiadvent	imprint	inferreddate	latestcomp	nationality	pseudonym	realname	shorttitle	subjects
pst.000005412082	1	Howard, Frederick James	1904-	longfiction	1		1928.0	m	NotFiction	contemporary	London|New York [etc.|Longmans, Green and co. ltd.|1930.	1930	1930	uk			The emigrant	
uva.x030802569	1	Abbott, Jacob	1803-1879.	notfiction	1		1857.0	m	NotFiction	contemporary	New York;Sheldon;1871.	1871	1871	us			Causey building	
mdp.39015010950544	2	Sherwood, (Mary Martha), 1775-1851, Mrs	1775-1851.	juvenile	2		1820.0	f	UnknownGenre|NotFiction	contemporary	Wellington;Salop;Printed by and for F. Houlston and son;1827.	1827	1827	uk			The governess; or, The little female academy	
uc1.b254220	2			longfiction	2	v. 3	1815.0	u		contemporary	London;Printed for Longman, Hurst, Rees, Orme, and Brown;1815.	1815	1815				Varieties of life;	
njp.32101079836282	1	Stebbins, Callie B		juvenile	1		1908.0	f	NotFiction	contemporary	Lamoni, Iowa;Herald Publishing House;1908.	1908	1908				The silver thimble ; and, The happiest Christmas / by Callie B. Stebbins	
njp.32101067627867	3	Arthur, T. S. (Timothy Shay)	1809-1885.	longfiction	3		1843.0	m	Fiction	contemporary	Philadelphia;Henry F. Anners;1843	1843	1843	us		Arthur, Timothy Shay	Lovers and husbands: a story of married life	
hvd.rslysq	1	Hays, Mary	1759 or 60-1843.	notfiction	1		1803.0	u	NotFiction	contemporary	London;Printed for Richard Phillips;1803.	1803	1803				Female biography; or, memoirs of illustrious and celebrated women, of all ages and countries	Women|Biography
inu.32000000646036	2	Sue, Eugène	1804-1857.	longfiction	2	v.3-4	1844.0	m	NotFiction	contemporary	London;Chapman and Hall;1844-1845.	1844	1844	fr			The wandering Jew	
mdp.39015063268497	1	Mesler, Corey		longfiction	1		2005.0	u	NotFiction	contemporary	Livingston, AL|Livingston Press, University of West Alabama|c2005.	2005	2005				We are billion-year-old carbon : a tribal-love-rock-novel set in the sixties on an outpost planet called Memphis	Fiction
inu.32000002882670	7	Oliphant, Mrs. (Margaret)	1828-1897.	longfiction	7		1880.0	f	Fiction|NotFiction	contemporary	Chicago;Belford, Clarke & Co.;c188-.	1880	1880	uk		Oliphant, Margaret	The Ladies Lindores	
mdp.39015016424148	4	Helme, Elizabeth	d. 1816.	longfiction	4	v.2	1805.0	f	Fiction	contemporary	Brentford;Printed by and for P. Norbury;1805.	1805	1805	uk			The pilgrim of the cross : or, The chronicles of Christabelle de Mowbray : an ancient legend	
uc1.b4360963	1	Weisman, John	b. 1942	longfiction	1		1987.0	m	Fiction	contemporary	New York, N.Y., U.S.A.|Viking|1987.	1987	1987	us			Blood cries	Israel|Fiction|Americans|Journalists
uiuo.ark+=13960=t7hq4g562	3	Mangin, Edward	1772-1852.	longfiction	3	v.3	1807.0	m		contemporary	London;Printed for James Carpenter;1807.	1807	1807	uk			George the third	Fiction|George|1738-1820|King of Great Britain|III
uc1.b4105203	24	Hardy, Thomas	1840-1928.	longfiction	7	v.3	1887.0	m	NotFiction|Novel|Pastoral fiction|Love stories|Fiction|Bibliographies|Psychological fiction	contemporary	London;New York;Macmillan and co.;1887.	1887	1887	uk			The woodlanders	19th century|Social life and customs|Fiction|Fiction|Forests and forestry|Social classes|Social life and customs|Arranged marriage|Triangles (Interpersonal relations)
mdp.39015047872398	1	Wall, Alan	b. 1783.	longfiction	1		1999.0	m	Psychological fiction|Fiction	contemporary	London|Secker & Warburg|1999.	1999	1999	uk			The lightning cage	Literary historians|Poets|Fiction|Booksellers and bookselling
mdp.39015057087648	1	Reuter, Fritz	1810-1874.	longfiction	1		1867.0	m	NotFiction	contemporary	Leipzig;B. Tauchnitz;New York;Leypoldt & Holt; [etc., etc.;1867.	1868	1868	de			In the year '13: a tale of Mecklenburg life	
hvd.hnnzl8	1	Friedrich Heinrich Karl, | Freiherr de, La Motte-Fouqué	1777-1843.	longfiction	1		1843.0	m	NotFiction	contemporary	Philadelphia;E. Ferrett and company;1845.	1845	1843	de		De la Motte, Friedrich Heinrich Karl, Baron Fouqué	Wild love. A romance	
uiuo.ark+=13960=t10p1rt7k	4	Davenport, Selina	1779-1859	longfiction	4	v.4	1818.0	f		contemporary	London;Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street;1818.	1818	1818	uk			An angel's form and a devil's heart	
uc1.b4463842	1	Markus, Julia	1939-	longfiction	1		1976.0	f	Fiction	contemporary	Washington|Decatur House Press|c1976.	1976	1976	us			La Mora : a novel	
uc2.ark+=13960=t2d796f7k	1		1824-1906	juvenile	1		1870.0	m		contemporary	London;Griffith and Farran;1870.	1870	1870	uk		Weir, Harrison	Favourite fables, in prose and verse	
hvd.32044004973814	3	Neal, John	1793-1876.	longfiction	3	v.2	1825.0	m	Fiction	contemporary	Edinburgh;W. Blackwood; [etc., etc.;1825.	1825	1825	us			Brother Jonathan: or, The New Englanders	
uc1.31158001441749	8	Maturin, Charles Robert	1782-1824.	longfiction	3	v.0001	1820.0	m	Bibliographies|Fiction|UnknownGenre|NotFiction	contemporary	Edinburgh;A. Constable and Company; [etc., etc.;1821.	1821	1821	uk			Melmoth the wanderer: a tale	
uiuo.ark+=13960=t9h427g45	4	Jefferies, Richard	1848-1887.	juvenile	3	v.2	1882.0	m	Fiction	contemporary	London;Sampson Low, Marston, Searle, Rivington;1882.	1882	1882	uk			Bevis	
njp.32101068142791	1	Howells, William Dean	1837-1920.	shortfiction	1		1876.0	m	Fiction	contemporary	Boston;James R. Osgood;1876.	1876	1876	us			A day's pleasure	
nyp.33433082285945	1	Stratemeyer, Edward	1862-1930.	juvenile	1		1894.0	m	NotFiction	contemporary	Boston;Lee and Shepard;1902.	1902	1902	us			Richard Dare's venture; or, Striking out for himself	
osu.32435055406557	1	Marlowe, Stephen	1928-2008.	longfiction	1		1962.0	m	Fiction	contemporary	Greenwich, Conn.|Fawcett|c1962.	1962	1962	us			Jeopardy is my job	
uc1.$b521788	1	Hugo, Victor	1802-1885.	longfiction	1	v. 16	1862.0	m	NotFiction	reprint	Philadelphia;G. Barrie;c1892-1894	1892	1885	fr			The novels, complete and unabridged, of Victor Hugo	
nyp.33433074871793	6	Kenealy, Edward Vaughan	1819-1880.	longfiction	6	v. 3	1869.0	m	Fiction|NotFiction	contemporary	London;T. C. Newby;1869.	1869	1869	uk		Keanely, Edward Vaughan Hyde	Edward Wortley Montagu. An autobiography [ficious]	1713-1776|Montagu, Edward Wortley|Fiction
nyp.33433006216364	2	Reeder, A. P		longfiction	2		1888.0	u	Fiction	contemporary	San Francisco;Carson;1888.	1888	1888	us			Around the golden deep : a romance of the Sierras	
osu.32435069549608	1	Skinner, John	1914-	longfiction	1		1959.0	m	NotFiction	contemporary	Boston|Christopher Pub. House|1959	1959	1959	us			Spare not for their crying	
mdp.49015002138023	1	Meredith, George	1828-1909.	longfiction	1	v.6	1860.0	m	Bibliographies|NotFiction	reprint	London;Constable;1909-11	1896	1896	uk			Evan Harrington; a novel	
nyp.33433074930110	8	Brontë, Charlotte	1816-1855.	longfiction	2	v. 2	1849.0	f	Novel|Fiction|NotFiction	contemporary	Leipzig;B. Tauchnitz;1849.	1849	1849	uk	Bell, Currer		Shirley : a tale	English fiction
pst.000005739998	1	Lange, Carl W		longfiction	1		1956.0	m	NotFiction	contemporary	New York|AP Books|1956.	1956	1956				The other horizon	
uc1.b3711256	3	Levin, Meyer	1905-1981.	longfiction	3		1967.0	m	Fiction	contemporary	New York|Simon and Schuster|1968, c1967	1968	1967	us			Gore and Igor; an extravaganza	
mdp.39015030709128	2	Read, Opie Percival	1852-1939.	longfiction	2		1914.0	m	NotFiction	contemporary	Chicago;The Reilly & Britton co.;c1914	1914	1914	us			The new Mr. Howerson	
mdp.39015031311270	3	Stern, G. B. (Gladys Bronwyn)	1890-1973.	longfiction	3		1922.0	f	Fiction	contemporary	New York;A. A. Knopf;1922.	1922	1922	uk		Stern, Gladys Bertha	The room	
uc1.$b86997	2	Buck, Pearl S. (Pearl Sydenstricker)	1892-1973.	longfiction	2		1951.0	f	Fiction	contemporary	New York|J. Day Co.|1951	1951	1951	us		Buck, Pearl Sydenstricker	God's men	
mdp.39015059376718	1	Colcord, Lincoln	1883-1947.	longfiction	1		1922.0	m	Fiction	contemporary	New York;Macmillan;1922.	1922	1922	us			An instrument of the gods, and other stories of the sea	
mdp.39015022638202	1	Heather, John Fry	d. 1886.	notfiction	1	plates	1851.0	u	NotFiction	contemporary	London;J. Weale;1851.	1851	1851				An elementary treatise on descriptive geometry	Geometry, Descriptive
uiuo.ark+=13960=t73v05w2z	3	Pinkney, Jane Vaughan	1827-1856	longfiction	3	v.1	1850.0	f		contemporary	London;T.C. Newby;1850.	1850	1850	uk			Sir Arthur Bouverie	
nyp.33433075786222	9	Weyman, Stanley John	1855-1928.	longfiction	8		1894.0	m	Fiction|NotFiction	contemporary	Leipzig;B. Tauchnitz;1894.	1894	1894	uk		Weyman, Stanley John	Under the red robe	France|Fiction|Fiction|Richelieu, Armand Jean du Plessis|1585-1642|History|Louis XIII, 1610-1643|duc de|History
inu.30000010414385	1	Colum, Padraic	1881-1972.	shortfiction	1		1907.0	m	NotFiction	contemporary	Dublin;Maunsel & co., ltd.;1907.	1907	1907	uk			Studies	
mdp.39015005003499	3	Bawden, Nina	1925-2012.	longfiction	3		1968.0	f	Fiction	contemporary	New York|Harper & Row|1968	1968	1968	uk			The grain of truth	
uiuo.ark+=13960=t3qv3sr65	2	Bristow, Amelia	b. 1783.	longfiction	2	v.1	1828.0	f		contemporary	London;T. Gardiner and Son;1828.	1828	1828	uk			Emma de Lissau	
uc1.$b56745	1	Grey, Robert Munson		longfiction	1		1937.0	m	NotFiction	contemporary	Chicago|Willett, Clark|1937.	1937	1937	us			I, Yahweh, a novel in the form of an autobiography	
uc1.$b404102	1	Coxhead, Nona	1914-1998	longfiction	1		1968.0	f	Fiction	contemporary	New York|B. Geis Associates; distributed by Random House|1968	1968	1968	au			The monkey-puzzle tree; a novel	
mdp.39015040571328	1	Rossner, Judith	1935-2005	longfiction	1		1997.0	f	Domestic fiction|Fiction|Detective and mystery stories	contemporary	New York|Nan A. Talese|1997.	1997	1997	us			Perfidia : a novel	New Mexico|Mothers and daughters|Fiction
mdp.39015077145541	1	Gray, Clio		longfiction	1		2008.0	f	Fiction|Detective and mystery stories	contemporary	London|Headline|2008.	2008	2008	uk			Envoy of the black pine	Fiction|Investigation|Storms|Missing persons|Libraries
uc1.b287480	3	Moore, Thomas George		longfiction	3	v. 1	1809.0	m		contemporary	London;Printed for H. Colburn;1809.	1809	1809	uk			The bachelor	
uiuo.ark+=13960=t2b85x205	2	Surr, T. S	1770-1847.	longfiction	2	v.1	1807.0	m		contemporary	London;Hughes;1807.	1807	1807	uk		Surr, Thomas Skinner	The mask of fashion;	
uc1.$b323021	2	Benefield, Barry	1877-1971	longfiction	2		1935.0	m	NotFiction	contemporary	New York|Reynal & Hitchcock|1935	1935	1935	us			Valiant is the word for Carrie	
uiuo.ark+=13960=t6rx9x944	3	Robinson, F. W. (Frederick William)	1830-1901	shortfiction	3	v.3	1872.0	m		contemporary	London;Hurst and Blackett;1872.	1872	1872	uk		Robinson, Frederick William	Wrayford's ward, and other tales	
nyp.33433066655733	2	Ritchie, Leitch	1800-1865.	notfiction	2	v. 1-2	1831.0	m	Fiction|NotFiction	contemporary	New York;J. & J. Harper;1831.	1831	1831	uk			The romance of history. France	Fiction|History
mdp.39015059423064	1	Kelly, William Henry	1864-1939.	notfiction	1		1939.0	m	Fiction	contemporary	Boston|B. Humphries, inc.|1940	1940	1939	us			Facts, fables, and fancies	
uc1.b4104109	14	Porter, Jane	1776-1850.	longfiction	7	v. 2	1809.0	f	Fiction|NotFiction	contemporary	New York;D. Longworth;1810.	1810	1810	uk			The Scottish chiefs : a romance : five volumes in two	Sir|King of Scots|1274-1329|Fiction|Fiction|Robert|d. 1305|Wallace's Rising, 1297-1304|History|Wallace, William|War of Independence, 1285-1371|History
mdp.39015014538360	3	Abbas, Zainab Ghulam		shortfiction	3		1957.0	m	NotFiction	contemporary	Karachi|Pakistan Publications|1957	1957	1957	pk			Folk tales of Pakistan	Folklore|Pakistan|India|Tales
uiuo.ark+=13960=t58d0m350	3	Burdett, C. D, Mrs		longfiction	3	v.3	1828.0	f		contemporary	London;H. Colburn;1828.	1828	1828	uk			At home	
uiuo.ark+=13960=t46q2jv9x	3	Harley, St. John		longfiction	3	v.3	1876.0	m		contemporary	London;Tinsley Brothers;1876.	1876	1876				Eunice	
mdp.39015025280705	2	Dillard, Annie	b. 1945	longfiction	2		1992.0	f	Fiction|Historical fiction	contemporary	New York|HarperCollins Publishers|c1992.	1992	1992	us			The living	Large type books|Fiction|History
uiuo.ark+=13960=t54f2dt68	2	Scotus, Johannes		longfiction	2	v.2	1862.0	m		contemporary	London;Saunders, Otley, and Co.;1862.	1862	1862				The weird of the Wentworths;	
uiuo.ark+=13960=t5k93g516	7	Burney, Sarah Harriet	1772-1844.	longfiction	7	v.1	1816.0	f	Fiction	contemporary	London;H. Colburn;1816-1820.	1816	1816	uk			Tales of fancy	
uc1.b3295282	1	Watkins, Wal	1922-	longfiction	1		1963.0	u	Fiction	contemporary	Adelaide|Rigby|1963.	1963	1963	au			Race the lazy river	
hvd.hxkelx	9	Brunton, Mary	1778-1818.	longfiction	7	v.1	1811.0	f	Fiction|NotFiction	contemporary	Edinburgh;Printed by G. Ramsay & Co. for Manners and Miller; [etc., etc.;1811.	1811	1811	uk			Self-control: a novel	
inu.30000107396149	1	Morountonu, Femi	1967-	longfiction	1		2003.0	f	Fiction	contemporary	Osogbo, Osun State [Nigeria|Bro. Paul Publishers|c2003.	2003	2003				This is our time	
mdp.39015059404007	1	Harré, Thomas Everett	1884-1948	longfiction	1		1935.0	m	Fiction	contemporary	New York|The Macaulay company|c1935	1935	1935	us			The heavenly sinner; the life and loves of Lola Montez	1818-1861|Montez, Lola|Ficition
uc2.ark+=13960=t4pk09h5t	1	Hughes, Rupert	1872-1956.	longfiction	1		1915.0	m		contemporary	New York;A.L. Burt;c1915.	1915	1915	us			Empty pockets	
uiuo.ark+=13960=t56d67620	4	Francis, Sophia L		longfiction	4	v.4	1809.0	f		contemporary	London;H. Colburn;1809.	1809	1809	uk	Francis, Sophia L		Angelo Guicciardini, or, The bandit of the Alps	
njp.32101068176690	3	Davies, Christiana Jane	1822 or 3-1891	longfiction	3	v.2	1854.0	f		contemporary	London;Hurst and Blackett;1854.	1854	1854				The History of Herbert Lake	
hvd.hwjw3g	11	Edgeworth, Maria	1767-1849.	juvenile	4	v.1	1801.0	f	Juvenile audience|Fiction|Anthologies|NotFiction	contemporary	London;R. Hunter and Baldwin, Cradock, and Joy;1821.	1821	1821	uk			Moral tales	English fiction|Conduct of life|Children's stories, English|Children's literature|Juvenile literature
hvd.hwiwh6	3	Austen, Jane	1775-1817.	longfiction	2		1814.0	f	Fiction	contemporary	London;Richard Bentley;Edinburgh;Bell and Bradfute;Dublin;Cumming;Paris;Galignani;1833.	1833	1817	uk			Mansfield Park : a novel	English fiction
uc1.b4439362	1	Gallo, Philip		notfiction	1		1983.0	m	NotFiction	contemporary	Omaha|The University of Nebraska at Omaha, Abattoir Editions|1983.	1983	1983	us			Some roses	
uiuo.ark+=13960=t5q81zv8g	3	Walker, George	1772-1847	longfiction	3	v.1	1803.0	m		contemporary	London;Printed for G. Walker, and T. Hurst, by Exton;1803.	1803	1803	uk			Don Raphael	823W15D
mdp.39015016414438	1	Martin, Sylvia Pass	1913-	longfiction	1		1957.0	f	Fiction	contemporary	New York|Harper|c1957	1957	1957	uk			I, Madame Tussaud	Tussaud, Marie|Fiction|1761-1850
uiuo.ark+=13960=t2z32gn5j	3	West	1758-1852	longfiction	3	v.1	1802.0	f		contemporary	London;Printed by A. Strahan, for T.N. Longman and O. Rees;1802.	1802	1802	uk	West, Mrs.	West, Jane	The infidel father	
uiuo.ark+=13960=t8df7873r	2	Lytton, Rosina Bulwer Lytton, Baroness	1802-1882	longfiction	2	v.2	1843.0	f		contemporary	London;E. Bull;1843.	1843	1843	uk			Bianca Capello	Fiction|1548-1587|Grand-Duchess, consort of Franceso Maria de' Medici, Grand-Duke of Tuscany|Bianca
nyp.33433082297213	1	Thoms, William John	1803-1885.	juvenile	1		1846.0	m	Juvenile audience|Fiction	contemporary	New York;Wiley and Putnam, 161 Broadway;1846.	1846	1846	uk			Gammer Gurton's famous histories : of Sir Guy of Warwick, Sir Bevis of Hampton, Tom Hickathrift, Friar Bacon, Robin Hood, and the King and the cobbler	Heroes|Chivalry|England|Tales|Juvenile literature
nyp.33433074859947	2	Anstey, F	1856-1934.	longfiction	2		1898.0	m	Fiction	contemporary	New York;D. Appleton;1899.	1899	1899	uk	F. Anstey	Guthrie, Thomas Anstey	Love among the lions : a matrimonial experience	
uiuo.ark+=13960=t80k2nk22	7	Burney, Sarah Harriet	1772-1844.	longfiction	7	v.2	1816.0	f	Fiction	contemporary	London;H. Colburn;1816-1820.	1816	1816	uk			Tales of fancy	
uc1.b4104441	3	Ruffini, Giovanni	1807-1881.	longfiction	1		1855.0	m	NotFiction	contemporary	Leipzig;B. Tauchnitz;1861.	1861	1861	it			Doctor Antonio	Italy|Fiction|History|Fiction|History
uva.x030788126	1	Ellison, Edith Nicholl Bradley		longfiction	1		1908.0	f	NotFiction	contemporary	New York;Broadway publishing co.;c1908	1908	1908	us			The burnt-offering	
mdp.39015027551335	2	Chute, Marchette	1909-1994.	juvenile	2		1954.0	f	Juvenile audience|Fiction	contemporary	New York|Dutton|1954.	1954	1954	us			The wonderful winter	London|Theater|Fiction|History|16th century
uiuo.ark+=13960=t1bk20n9n	3	Scargill, William Pitt	1787-1836.	longfiction	3	v.1	1828.0	m		contemporary	London;Hunt and Clarke;1828.	1828	1828	uk			Penelope, or, Love's labour lost	
dul1.ark+=13960=t3126tf0n	2	Bird, Robert Montgomery	1806-1854.	longfiction	2	v.1	1837.0	m		contemporary	Philadelphia;Carey, Lea & Blanchard;1837.	1837	1837	us			Nick of the woods =	
nyp.33433074870720	2	1855	1858-1916.	shortfiction	2		1899.0	m	Fiction	contemporary	New York;Doubleday & McClure co.;1899.	1899	1899	us			Stories of the railroad, by John A. Hill	
mdp.39015014398153	2	Hunt, William Holman	1827-1910.	notfiction	2	v.1	1905.0	m	NotFiction	contemporary	New York;London;The Macmillan company;1905-06.	1905	1905	uk			Pre-Raphaelitism and the pre-Raphaelite brotherhood	Painters|Pre-Raphaelitism|Great Britain
osu.32435066780131	1	Carew, Jean	1899-	longfiction	1		1940.0	f	Fiction	contemporary	New York|Arcadia House, Inc.|1940.	1940	1940	us	Carew, Jean	Corby, Jane	Sing no sad songs	Fiction|Families|Death|Parents|Mothers and daughters
nnc1.1002220156	2	Severance, Mark Sibley	1846-	notfiction	2		1878.0	m	Fiction	contemporary	Boston;Houghton, Mifflin and Company;1883 [c1878	1878	1878	us			Hammersmith: his Harvard days	
nyp.33433069339749	1	M. Mignet, (François-Auguste-Marie-Alexis)	1796-1884.	notfiction	1	v. 1	1845.0	m	NotFiction	contemporary	Paris;Firmin Didot fr??res [etc.;1845.	1845	1845				Histoire de la révolution française, depuis 1789 jusqu'en 1814;	1789-1815|History|Revolution, 1789-1799
mdp.39015050558405	2	Junker, Karin Stensland	c. 1916-2008	longfiction	2		1964.0	f	NotFiction	contemporary	New York|Abingdon Press|1964.	1964	1964	swe			The child in the glass ball	Children with mental disabilities|Personal narratives
uiuo.ark+=13960=t08w42q2z	3	Spender, Lily	1835-1895	longfiction	3	v.3	1879.0	f		contemporary	London;Hurst and Blackett;1879.	1879	1879	uk		Spender, Lillian	Godwyn's ordeal	
mdp.39015051353996	3	Bradbury, Malcolm	1932-2000.	longfiction	3		1987.0	m	Fiction	contemporary	London|Hutchinson|1987.	1987	1987	uk			Cuts	
nyp.33433081938411	1	Savage, William T, Mrs		longfiction	1		1865.0	f	Fiction	contemporary	Boston;Loring;1865.	1865	1865				Miramichi	
nyp.33433076029788	9	Sedgwick, Catharine Maria	1789-1867.	longfiction	8	v. 2	1835.0	f	Bibliographies|Fiction	contemporary	New York;Published by Harper & Brothers;1835.	1835	1835	us			"The Linwoods : or, ""Sixty years since"" in America"	Domestic fiction|Revolution, 1775-1783|History|American loyalists|Fiction
uc1.$b137477	1	Tutein, Peter		longfiction	1		1938.0	m	NotFiction	contemporary	New York|G.P. Putnam's sons|1938.	1938	1938				The sealers	
