docid	recordid	oclc	locnum	author	authordate	imprint	inferreddate	datetype	startdate	enddate	imprintdate	place	enumcron	materialtype	language	subjects	genres	geographics	contents	title
mdp.39076005079178	009927974	5108799		(John Joseph), Meyer, John J.	b. 1873.	New York|R.D. Henkle|c1935	1935	s	1935	    	1935	nyu		monograph	eng		Fiction			13 seconds that rocked the world; | or, The mentator, | $c: by John J. Meyer ... a romance of a mankind director in an age of certified reason.
mdp.39076005079186	009927974	5108799		(John Joseph), Meyer, John J.	b. 1873.	New York|R.D. Henkle|c1935	1935	s	1935	    	1935	nyu		monograph	eng		Fiction			13 seconds that rocked the world; | or, The mentator, | $c: by John J. Meyer ... a romance of a mankind director in an age of certified reason.
mdp.39076005079194	009927974	5108799		(John Joseph), Meyer, John J.	b. 1873.	New York|R.D. Henkle|c1935	1935	s	1935	    	1935	nyu		monograph	eng		Fiction			13 seconds that rocked the world; | or, The mentator, | $c: by John J. Meyer ... a romance of a mankind director in an age of certified reason.
mdp.39076005079202	009927974	5108799		(John Joseph), Meyer, John J.	b. 1873.	New York|R.D. Henkle|c1935	1935	s	1935	    	1935	nyu		monograph	eng		Fiction			13 seconds that rocked the world; | or, The mentator, | $c: by John J. Meyer ... a romance of a mankind director in an age of certified reason.
mdp.39076005079210	009927974	5108799		(John Joseph), Meyer, John J.	b. 1873.	New York|R.D. Henkle|c1935	1935	s	1935	    	1935	nyu		monograph	eng		Fiction			13 seconds that rocked the world; | or, The mentator, | $c: by John J. Meyer ... a romance of a mankind director in an age of certified reason.
mdp.39076005079228	009927974	5108799		(John Joseph), Meyer, John J.	b. 1873.	New York|R.D. Henkle|c1935	1935	s	1935	    	1935	nyu		monograph	eng		Fiction			13 seconds that rocked the world; | or, The mentator, | $c: by John J. Meyer ... a romance of a mankind director in an age of certified reason.
mdp.39076005079236	009927974	5108799		(John Joseph), Meyer, John J.	b. 1873.	New York|R.D. Henkle|c1935	1935	s	1935	    	1935	nyu		monograph	eng		Fiction			13 seconds that rocked the world; | or, The mentator, | $c: by John J. Meyer ... a romance of a mankind director in an age of certified reason.
mdp.39076005079244	009927974	5108799		(John Joseph), Meyer, John J.	b. 1873.	New York|R.D. Henkle|c1935	1935	s	1935	    	1935	nyu		monograph	eng		Fiction			13 seconds that rocked the world; | or, The mentator, | $c: by John J. Meyer ... a romance of a mankind director in an age of certified reason.
mdp.39076005079251	009927974	5108799		(John Joseph), Meyer, John J.	b. 1873.	New York|R.D. Henkle|c1935	1935	s	1935	    	1935	nyu		monograph	eng		Fiction			13 seconds that rocked the world; | or, The mentator, | $c: by John J. Meyer ... a romance of a mankind director in an age of certified reason.
uiuo.ark:/13960/t8w967b76	009930146	1599016	PZ9.B373Pi	Belting, Natalia Maree,	1915-	Indianapolis|Bobbs-Merrill|1951	1951	s	1951	    	1951	   		monograph	eng	To 1808|History | Fiction	Fiction	Mississippi River Valley	[1st ed.]	Pierre of Kaskaskia, | pioneer boy of New France; | $c: illustrated by Paul Busch.
nc01.ark:/13960/t7xk95k6z	010936391	1500566	PZ8.T325Aw10	Thackeray, William Makepeace,	1811-1863.	New York|Privately printed for Jerome Kern|1924	1924	s	1924	    	1924	nyu		monograph	eng		Fiction|Juvenile audience			The awful history of Bluebeard : | original drawings / | $c: by W.M. Thackeray ; with an introduction by Temple Scott & a note on the legend by Charles Vale.
nc01.ark:/13960/t7hq4fm4h	010936462	1982686	PZ3.B6317Bl	Bodenheim, Maxwell,	1893-1954.	Chicago|Covici-McGee|1923.	1923	s	1923	    	1923	ilu		monograph	eng		Fiction			Blackguard / | $c: by Maxwell Bodenheim ; drawing by Wallace Smith.
nc01.ark:/13960/t5m913r86	010939085	963171	PZ3.R288Ne	Renard, Maurice,	1875-1939.	New York|The Macaulay Company|c1923	1923	s	1923	    	1923	nyu		monograph	eng		Fiction			New bodies for old, | $c: by Maurice Renard.
nc01.ark:/13960/t0gt5w99f	010939486	2640472		(Thomas Edward), Watson, Thomas E.	1856-1922.	Thomson, Ga.|T. Watson Book Co.|1927.	1927	s	1927	    	1927	gau		monograph	eng	Southern imprints|Georgia	Fiction		4th ed.	Prose miscellanies / | $c: Thos. E. Watson.
nc01.ark:/13960/t5gb2xj7f	010940284	9838639	PZ3.P868Wh	Powell, Dawn.		Boston|Small, Maynard|c1925	1925	s	1925	    	1925	mau		monograph	eng		Fiction			Whither, | $c: by Dawn Powell.
uiuo.ark:/13960/t3b006s3z	011696639	448173	PZ3.D29205AnPS3507.A7159	Davis, Edward,	1874-	Litchfield, Ill.|Sunshine Press|c1950	1950	s	1950	    	1950	ilu		monograph	eng		Fiction|Bibliographies		[1st limited ed.]	Antoinette of Illinois; | a story of early America.
uiuo.ark:/13960/t6b28wr0w	011696788	3126382				s.l.|s.n.|1949?	1949	s	1949	    	1949	ilu		monograph	eng	Trinity Lutheran Church, Millstadt, Ill|Church history|Millstadt, Ill	Fiction|ContainsBiogMaterial			Centennial jubilee : | Trinity Lutheran Church, Millstadt, Illinois, 1849-1949.
uiuo.ark:/13960/t2d80dv4x	011696810	1269975	E457.9.M5	Miller, Helen Topping,	b. 1884.	New York|Longmans, Green|1956.	1956	s	1956	    	1956	nyu		monograph	eng	Lincoln, Abraham|Lincoln, Mary Todd|Fiction|1818-1882|1809-1865|Lincoln, Thomas|1853-1871	Fiction|ContainsBiogMaterial		[1st ed.].	Christmas for Tad; | a story of Mary and Abraham Lincoln.
uiuo.ark:/13960/t56d6wx28	011697065	6476740	PZ4.S61972Dy	Sklovsky, Max,	1878-	Chicago|Americana House Publishers|c1958	1958	s	1958	    	1958	ilu		monograph	eng		Fiction			Dynasty; | a novel of Chicago's industrial evolution.
uiuo.ark:/13960/t7mp6441d	011697226	14092995		Wasson, William.		Buffalo, N.Y.|Reed Booklets|c1935.	1935	s	1935	    	1935	nyu		monograph	eng	Lincoln, Abraham|Anecdotes|1809-1865|Fiction|Assassination	Fiction		pt 1 From the time Lincoln left Springfield until he left for Washington -- pt. 2 From the time Lincoln became president until his death.	He knew Lincoln : | Captain Cummings recollections.
uiuo.ark:/13960/t8hd8wj0r	011697228	9250892		Field, Roswell Martin,	1851-1919.	Chicago|Bookfellows?|1929|(Cedar Rapids, Iowa|Torch Press)	1929	r	1929	1892	1929	iau		monograph	eng		Fiction			He played with Thomas : | a story of God's own country / | $c: Roswell M. Field
uiuo.ark:/13960/t86h5mg6j	011697419	4682054		Perrin, J. Nick.		Belleville, Ill.|Belleville Advocate Printing Co.|1936.	1936	s	1936	    	1936	ilu		monograph	eng	History | Fiction	Fiction	Cahokia (Ill.)		The jewel of Cahokia / | $c: by J. Nick Perrin.
uiuo.ark:/13960/t5db9395f	011697438	1615499	F548.3.K8	Kupcinet, Irv.		Cleveland|World Pub. Co.|1962	1962	s	1962	    	1962	ohu		monograph	eng		Fiction	Chicago (Ill.)	[1st ed.].	Kup's Chicago.
uiuo.ark:/13960/t6ww8fk0h	011697460	7083977	PZ3.R9176Lak	Russell, Ruth.		Chicago|Thomas S. Rockwell Company|1931.	1931	s	1931	    	1931	ilu		monograph	eng		Fiction			Lake front | $c: [by] Ruth Russell; wood cuts by Ruth Kellogg.
uiuo.ark:/13960/t4bp14j9f	011697833	20626749	PZ3.A168On	Abson, Ben J.		Chicago|The True Truth Publishing Company|1931.	1931	s	1931	    	1931	ilu		monograph	eng		Fiction			On to the White House, | by Ben J. Abson.
uiuo.ark:/13960/t13n36q50	011698181	10460110		Herndon, Henrietta Robinson.		United States|s.n.|1962-1965].	1962	m	1962	1965	1962-1965	xxu	v.1	monograph	eng	Langdon, Susan Dade Canady|Springfield & Sangamon Valley authors|Fiction|Civil War, 1861-1865|History | Fiction	Fiction	United States	Book 1. Susan's trip west, 1847 -- Book 2. Her pre-war years, 1847 to 1861 -- Book 3. The war and post-war years, 1861 to 1869.	Susan / | $c: by Henrietta R. Herndon. | $n: 1
uiuo.ark:/13960/t3pv7jm18	011698181	10460110		Herndon, Henrietta Robinson.		United States|s.n.|1962-1965].	1962	m	1962	1965	1962-1965	xxu	v.2	monograph	eng	Langdon, Susan Dade Canady|Springfield & Sangamon Valley authors|Fiction|Civil War, 1861-1865|History | Fiction	Fiction	United States	Book 1. Susan's trip west, 1847 -- Book 2. Her pre-war years, 1847 to 1861 -- Book 3. The war and post-war years, 1861 to 1869.	Susan / | $c: by Henrietta R. Herndon. | $n: 1
uiuo.ark:/13960/t2t44sk6q	011698299	2679428	PZ7.N174Wj	Nathan, Adele Gutman.		New York|Aladdin Books|1955.	1955	s	1955	    	1955	nyu		monograph	eng	Lincoln, Abraham|1809-1865|Fiction	Fiction|Juvenile audience		[1st ed.].	When Lincoln went to Gettysburg / | $c: illustrated by Emil Weiss.
uiuo.ark:/13960/t1pg2f191	011698309	41719251		Wilson, John Mackay,	1804-1835.	London|William MacKenzie|19--	1986	q	1900	1986	"<estimate=""[19--]"">"	enk	v.1	monograph	eng		Fiction			Wilson's historical, traditionary, and imaginative tales of the borders, and of Scotland : | with an illustrative glossary of the Scottish dialect.
uiuo.ark:/13960/t4xh0bw1q	011698309	41719251		Wilson, John Mackay,	1804-1835.	London|William MacKenzie|19--	1986	q	1900	1986	"<estimate=""[19--]"">"	enk	v.3	monograph	eng		Fiction			Wilson's historical, traditionary, and imaginative tales of the borders, and of Scotland : | with an illustrative glossary of the Scottish dialect.
uiuo.ark:/13960/t33210j2r	011698321	3261270		Austin, Grace Jewett,	1872-1948.	Bloomington, Ill.|Pantagraph Press|c1940.	1940	s	1940	    	1940	ilu		monograph	eng		Fiction			Yet he was a gentleman / | $c: by Grace J. Austin.
uc2.ark:/13960/fk8rb6wj33	011716051	9074555		Harte, Bret,	1836-1902.	London|New York|T. Nelson & Sons|1928	1982	q	1900	1982	1928	enk		monograph	eng		Fiction		Tales of the West.--Condensed novels.	Tales of the West / | $c: by Bret Harte.
uiuo.ark:/13960/t23b7747f	011728023	4567849	E457.9.H28	Harris, George Washington,	1814-1869.	Chicago|The Black cat press|1937.	1937	s	1937	    	1937	ilu		monograph	eng	Lincoln, Abraham|1809-1865|Fiction	Fiction			Sut Lovingood travels with old Abe Lincoln | $c: [by] George Washington Harris; introduction by Edd Winfield Parks.
uiuo.ark:/13960/t81k0g01f	011728041	9628796	RA982.D34D45	Murphy, Adele.		Decatur, Ill. : The Auxiliary|c1958.	1958	s	1958	    	1958	ilu		monograph	eng	Decatur Memorial Hospital	Fiction			Two miles north : | a historical novel / | $c: Adele Murphy ; sponsored by the Women's Auxiliary of Decatur and Macon County Hospital.
uiuo.ark:/13960/t3bz77n5v	011728045	2662385	PZ3.B2297Un	Barbe, Muriel Culp,	1888-	Glendale, Calif.|Barbe Associates|1949.	1949	s	1949	    	1949	cau		monograph	eng	Civil War, 1861-1865|1849-1877|History | Fiction	Fiction	United States		A union forever; | an historical story of the turbulent years, 1854-1865, in the Lincoln country and the Kansas-Missouri border of the old Central West, based on contemporary records, documents and letters of Lewis Hanback, hitherto unpublished.
uiuo.ark:/13960/t6155sc4r	012103727	1326862	BX4705.D23C6	Conroy, Joseph P.,	1869-1915	New York|Cincinnati [etc.|Benziger brothers|1930.	1930	s	1930	    	1930	nyu		monograph	eng	History|Catholic Church|Illinois|Damen, Arnold|1815-1890|Holy Family Church|Chicago|Churches | Catholic	Biography|Fiction	Chicago|Chicago (Ill.)		Arnold Damen, S. J.; | a chapter in the making of Chicago, | $c: by Rev. Joseph P. Conroy ....
nc01.ark:/13960/t4fn29g07	012192665	6528858		Stratemeyer, Edward,	1862-1930.	New York|Grosset & Dunlap|c1926.	1926	s	1926	    	1926	nyu		monograph	eng		Fiction			The Rover boys at school : | or, The cadets of Putnam Hall / | $c: by Arthur M. Winfield (Edward Stratemeyer).
uc2.ark:/13960/t57d38v1m	100088883	945640		Tunzi, Milton G.		Washington, DC|U.S. G.P.O.|1971.	1971	s	1971	    	1971	dcu		monograph	eng	Purification|California|Algal blooms|Water|San Joaquin Valley|Nitrification|Drainage	Electronic texts|Fiction|Bibliographies			The effects of agricultural waste water treatment on algal bioassay response / | $c: by Milton G. Tunzi.
uma.ark:/13960/t6pz6h53g	100126500	80959359		Shields, Charles J.	1951-	Washington, D.C.|National Endowment for the Arts|2006?].	2006	s	2006	    	2006	dcu		monograph	eng	To kill a mockingbird|Lee, Harper|Study and teaching	Fiction			Harper Lee's To kill a mockingbird : | reader's guide / | $c: [writers, Charles J. Shields, David Kipen, and Erika Koss ; with preface by Dana Gioia].
coo1.ark:/13960/t2988sv6j	100764545	16922174	PR9199.2.C68S56 1986	Duncan, Sara Jeannette,	1861-1922.	Ottawa, Canada|Tecumseh Press|1986.	1986	r	1893	1986	1986	onc		monograph	eng		Fiction|Bibliographies			The simple adventures of a memsahib / | $c: by Sara Jeannette Duncan ; edited and with an introduction by Thomas E. Tausky.
coo1.ark:/13960/t4fn1r544	100768543	37462596	PR9619.2.F38T35 1997	Favenc, Ernest,	1846-1908.	Sydney, Australia|UNSW Press|Portland, OR|Available in North America through ISBS|1997.	1997	r	1893	1997	1997	at 		monograph	eng	Fiction|(OCoLC)fst01007815|Queensland|Frontier and pioneer life|(OCoLC)fst01204261|(OCoLC)fst00935370|Manners and customs|Social life and customs | Fiction|Australia|fast	Fiction|Bibliographies	Queensland		Tales of the Austral tropics / | $c: Ernest Favenc ; edited by Cheryl Taylor.
mdp.39015013787547	000000914	76750	PZ3.P293Mo7PS2534.P5	Payne, Will,	1865-1954.	Upper Saddle River, N.J.|Literature House|1970	1970	r	1970	1898	1970	nju		monograph	eng		Fiction			The money captain, | $c: by Will Payne.
mdp.39015012997352	000005204	368153		McFee, William,	1881-1966.	New York|The Modern library|c1931.	1931	s	1931	    	1931	nyu		monograph	eng		Fiction			Casuals of the sea / | $c: by William McFee ; with an introd. by Christopher Morley.
uc1.b4091121	000005204	368153		McFee, William,	1881-1966.	New York|The Modern library|c1931.	1931	s	1931	    	1931	nyu		monograph	eng		Fiction			Casuals of the sea / | $c: by William McFee ; with an introd. by Christopher Morley.
uc1.$b49966	000028853	1563927	G463.H33	Harrison, Juanita.		New York|The Macmillan company|1936.	1936	s	1936	    	1936	nyu		monograph	eng	Voyages and travels	Fiction			My great, wide, beautiful world, | $c: by Juanita Harrison; arranged and prefaced by Mildred Morris.
mdp.39015033456297	000028853	1563927	G463.H33	Harrison, Juanita.		New York|The Macmillan company|1936.	1936	s	1936	    	1936	nyu		monograph	eng	Voyages and travels	Fiction			My great, wide, beautiful world, | $c: by Juanita Harrison; arranged and prefaced by Mildred Morris.
mdp.39015002743642	000043364	1613504		Rogers, Samuel,	1894-	New York|Harper & Brothers|c1946	1946	s	1946	    	1946	nyu		monograph	eng		Fiction		[1st ed.]	You leave me cold! / | $c: by Samuel Rogers.
uc1.$b399374	000086128	2661291	PZ3.L9614Th	Lucas, Curtis.		Chicago, New York|Ziff-Davis Publishing Company|1946	1946	s	1946	    	1946	xx 		monograph	eng		Fiction			Third ward, Newark.
mdp.39015065535042	000097418	65836411		Stratemeyer, Edward,	1862-1930.	New York|Grosset & Dunlap|c1926.	1926	s	1926	    	1926	nyu		monograph	eng		Fiction			The Rover boys at school : | or, The cadets of Putnam Hall / | $c: by Arthur M. Winfield (Edward Stratemeyer).
mdp.39015058363410	000113419	1705671	PZ3.C43198Me	Chiang, Yee,	1903-1977.	New York|London|Transatlantic arts, inc., The Studio publications, inc.|1943	1943	s	1943	    	1943	nyu		monograph	eng	Fiction	Fiction	Burma road		The men of the Burma road ... | $c: written and illustrated by Chiang Yee.
mdp.39015059385982	000113683	276638		Adams, Samuel Hopkins,	1871-1958.	New York|Random house|1947	1947	s	1947	    	1947	nyu		monograph	eng		Fiction			Banner by the wayside, | $c: by Samuel Hopkins Adams.
uc1.$b86195	000113683	276638		Adams, Samuel Hopkins,	1871-1958.	New York|Random house|1947	1947	s	1947	    	1947	nyu		monograph	eng		Fiction			Banner by the wayside, | $c: by Samuel Hopkins Adams.
mdp.39015059390628	000113749	13149779	PZ4.C378St	Cave, Sally Bullock.		Boston|Christopher Pub. House|1954	1954	s	1954	    	1954	mau		monograph	eng		Fiction			Stoneholt.
mdp.39015059386097	000114373	1019431	PS1006.A6B3 1928	Ade, George,	1866-1944.	New York|J. H. Sears & co., inc.|c1928	1928	s	1928	    	1928	nyu		monograph	eng		Fiction			Bang! bang! | A collection of stories intended to recall memories of the nickel library days when boys were supermen and murder a fine art. | $c: Illustrated by John T. McCutcheon.
mdp.39015059395841	000114473	2306886	PZ3.B3808Mo	Beaty, Richard Edward.		Front Royal, Va.|R. E. Beaty|1928	1928	s	1928	    	1928	vau		monograph	eng		Fiction			The mountain angels; | trials of the mountaineers of the Blueridge and Shenandoah valley, | $c: by Richard Edward Beaty.
mdp.39015060438598	000114772	366599	PZ3.B4292Jam	Benét, Stephen Vincent,	1898-1943.	Garden City, N.Y.|Doubleday, Doran & Company, inc.|c1934.	1934	s	1934	    	1934	nyu		monograph	eng		Fiction			James Shore's daughter.
mdp.39015059389380	000114954	1572970	PZ3.B123Har	Bacheller, Irving	1859-1950	New York|Frederick A. Stokes company|1934.	1934	s	1934	    	1934	nyu		monograph	eng		Fiction			The harvesting, | $c: by Irving Bacheller.
mdp.39015059389455	000115122	2788163	PZ3.B123Ox	Bacheller, Irving,	1859-1950.	New York|Frederick A. Stokes company|1935.	1935	s	1935	    	1935	nyu		monograph	eng		Fiction			The oxen of the sun; | a novel of our times, | $c: by Irving Bacheller, with an introduction by Richard Burton.
mdp.39015025889802	000115123	910564	PZ3.B123Sc	Bacheller, Irving,	1859-1950.	New York|The Macmillan company|1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction			The Scudders, a story of to-day, | $c: by Irving Bacheller.
uc1.$b248127	000115123	910564	PZ3.B123Sc	Bacheller, Irving,	1859-1950.	New York|The Macmillan company|1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction			The Scudders, a story of to-day, | $c: by Irving Bacheller.
mdp.39015059395825	000115209	3137340	PZ3.B368De	Beals, Carleton,	1893-1979.	New York|The Macaulay company|1929.	1929	s	1929	    	1929	nyu		monograph	eng		Fiction			Destroying Victor, | $c: by Carleton Beals.
uc1.$b322944	000115209	3137340	PZ3.B368De	Beals, Carleton,	1893-1979.	New York|The Macaulay company|1929.	1929	s	1929	    	1929	nyu		monograph	eng		Fiction			Destroying Victor, | $c: by Carleton Beals.
mdp.39015059395924	000115399	9587159	PS3503.E447D3 1924	Bellinger, Alfred R. (Alfred Raymond),	1893-1978.	New York|Yale university press|1924.	1924	s	1924	    	1924	ctu		monograph	eng		Fiction			Day's end, | $c: by Alfred Raymond Bellinger.
mdp.39015059392038	000115501	1700930	PZ3.B46773De	Beyer, William Gray.		New York|Mystery house|1946.	1946	s	1946	    	1946	nyu		monograph	eng		Fiction			Death of a puppeteer, | $c: by William Gray Beyer.
mdp.39015059377880	000115722	7516391		Hergesheimer, Joseph,	1880-1954.	New York|A. A. Knopf|1925	1925	s	1925	    	1925	nyu		monograph	eng		Fiction			The three black Pennys; | a novel, | $c: by Joseph Hergesheimer.
mdp.39015008411509	000115881	1678091	PZ8.E27Br	Eells, Elsie Spicer,	b. 1880.	New York|Frederick A. Stokes company|1926.	1926	s	1926	    	1926	nyu		monograph	eng	Folklore|Brazil|Fairy tales	Fiction			The Brazilian fairy book, | $c: by Elsie Spicer Eells ... with six illustrations in color by George W. Hood.
mdp.39015059433154	000116034	3184732	PS3515.I725P4	Hinchman, Walter Swain,	1879-	Boston|New York|Houghton Mifflin Company|1928.	1928	s	1928	    	1928	mau		monograph	eng		Fiction			Pedestrian papers.
mdp.39015059413412	000116071	15290390		Hull, Helen R. (Helen Rose),	1888-1971.	New York|Grosset & Dunlap|1932	1932	s	1932	    	1932	nyu		monograph	eng		Fiction			The asking price | $c: [by] Helen Hull.
mdp.39015059433212	000116364	10882046		Grein, Ludwig,	1896-	New York|Pageant Press|1952	1952	s	1952	    	1952	nyu		monograph	eng		Fiction		[1st ed.	Hunger was their heritage.
mdp.39015059403819	000116417	2859638	PZ3.H1826Pa	Hamilton, Cosmo		Boston|Little, Brown, and company|1925.	1925	s	1925	    	1925	mau		monograph	eng		Fiction			Paradise, | $c: by Cosmo Hamilton.
mdp.39015059403793	000116472	2800475	PZ3.H1828Pal	Hamilton, David Osborne.		New York|C. Scribner's sons|1929.	1929	s	1929	    	1929	nyu		monograph	eng		Fiction			Pale warriors, | a novel, | $c: by David Hamilton.
mdp.39015059404197	000116592	8502872	PZ3.H24933Do	Hart, Alan.		New York|W. W. Norton & company, inc.|c1935	1935	s	1935	    	1935	nyu		monograph	eng		Fiction			Doctor Mallory.
